,gradyear,gender,age,cute,shopping,Cluster
8199,2009.0,Female,16.0,2.0,1.0,5
8201,2007.0,Female,18.0,0.0,0.0,3
8203,2007.9999999999998,Female,17.0,0.0,0.0,2
8205,2007.9999999999998,Male,16.0,0.0,0.0,1
8207,2007.9999999999998,Female,16.0,0.0,0.0,5
8209,2006.0,Female,19.0,0.0,0.0,3
8212,2007.0,Female,18.0,0.0,0.0,3
8214,2006.0,Female,19.0,0.0,0.0,3
8216,2007.9999999999998,Female,17.0,0.0,1.0,2
8217,2006.0,Female,19.0,0.0,1.0,3
8218,2006.0,Male,19.0,0.0,0.0,4
8220,2007.0,Female,18.0,0.0,0.0,3
8221,2006.0,Female,18.0,0.0,0.0,3
8223,2007.0,Female,18.0,0.0,0.0,3
8224,2007.0,Female,17.0,0.0,0.0,2
8225,2006.0,Male,19.0,0.0,0.0,4
8226,2006.0,Female,18.0,0.0,0.0,3
8227,2006.0,Male,19.0,0.0,0.0,4
8230,2007.0,Male,18.0,0.0,0.0,4
8231,2007.9999999999998,Male,17.0,0.0,0.0,1
8232,2007.9999999999998,Female,16.0,0.0,0.0,5
8234,2007.9999999999998,Female,16.0,2.0,1.0,5
8237,2007.9999999999998,Female,16.0,0.0,0.0,5
8238,2007.9999999999998,Male,17.0,0.0,0.0,1
8239,2006.0,Female,18.0,0.0,0.0,3
8240,2007.9999999999998,Male,16.0,0.0,0.0,1
8242,2006.0,Female,19.0,0.0,0.0,3
8243,2006.0,Female,18.0,0.0,0.0,3
8245,2006.0,Female,19.0,0.0,0.0,3
8246,2007.0,Female,17.0,0.0,4.0,2
8248,2009.0,Female,16.0,1.0,0.0,5
8249,2007.0,Female,18.0,0.0,0.0,3
8250,2007.0,Female,18.0,2.0,0.0,3
8252,2007.9999999999998,Female,16.0,0.0,1.0,5
8253,2007.0,Female,17.0,0.0,0.0,2
8257,2006.0,Male,19.0,0.0,0.0,4
8260,2007.0,Female,17.0,0.0,0.0,2
8261,2007.9999999999998,Male,16.0,0.0,0.0,1
8263,2006.0,Female,18.0,0.0,0.0,3
8265,2007.0,Male,17.0,0.0,0.0,1
8266,2009.0,Female,16.0,0.0,0.0,5
8268,2006.0,Female,18.0,1.0,0.0,3
8270,2007.0,Female,16.0,0.0,0.0,2
8271,2006.0,Male,18.0,0.0,0.0,4
8272,2007.9999999999998,Female,16.0,0.0,0.0,5
8275,2006.0,Female,18.0,0.0,0.0,3
8276,2007.0,Male,17.0,1.0,0.0,1
8277,2007.0,Female,17.0,0.0,0.0,2
8278,2007.9999999999998,Female,16.0,0.0,0.0,5
8279,2007.9999999999998,Female,16.0,0.0,0.0,5
8282,2006.0,Female,18.0,1.0,1.0,3
8283,2007.9999999999998,Female,16.0,2.0,0.0,5
8284,2006.0,Female,18.0,1.0,0.0,3
8285,2007.9999999999998,Female,16.0,0.0,0.0,5
8288,2007.0,Female,17.0,0.0,0.0,2
8290,2007.0,Female,17.0,0.0,0.0,2
8291,2007.9999999999998,Male,16.0,0.0,0.0,1
8292,2007.9999999999998,Female,16.0,0.0,1.0,5
8296,2009.0,Female,16.0,0.0,0.0,5
8297,2006.0,Male,18.0,0.0,0.0,4
8298,2006.0,Female,19.0,0.0,0.0,3
8299,2006.0,Female,18.0,0.0,0.0,3
8300,2007.0,Female,17.0,0.0,0.0,2
8302,2007.9999999999998,Female,16.0,0.0,0.0,5
8303,2009.0,Female,16.0,0.0,2.0,5
8304,2006.0,Male,18.0,0.0,0.0,4
8305,2007.0,Female,17.0,0.0,0.0,2
8306,2006.0,Male,18.0,0.0,1.0,4
8308,2007.0,Female,17.0,1.0,2.9999999999999996,2
8310,2007.0,Female,17.0,0.0,0.0,2
8311,2007.0,Female,18.0,0.0,0.0,3
8312,2009.0,Female,16.0,0.0,0.0,5
8314,2006.0,Female,18.0,0.0,0.0,3
8315,2007.0,Female,17.0,0.0,1.0,2
8316,2007.9999999999998,Female,16.0,0.0,0.0,5
8319,2007.0,Female,17.0,5.0,0.0,2
8321,2006.0,Female,18.0,0.0,1.0,3
8322,2006.0,Female,18.0,0.0,1.0,3
8323,2006.0,Female,18.0,2.0,0.0,3
8325,2006.0,Male,18.0,0.0,0.0,4
8327,2006.0,Female,18.0,0.0,0.0,3
8328,2006.0,Female,19.0,0.0,0.0,3
8329,2007.9999999999998,Female,16.0,1.0,0.0,5
8330,2007.9999999999998,Male,16.0,0.0,0.0,1
8331,2007.0,Female,18.0,0.0,0.0,3
8332,2007.0,Female,17.0,0.0,0.0,2
8337,2007.0,Male,17.0,0.0,0.0,1
8340,2007.0,Male,17.0,0.0,0.0,1
8341,2009.0,Female,16.0,1.0,2.0,5
8342,2007.0,Female,17.0,0.0,0.0,2
8344,2007.0,Female,18.0,0.0,0.0,3
8347,2007.9999999999998,Female,17.0,0.0,0.0,2
8348,2006.0,Female,19.0,1.0,0.0,3
8349,2006.0,Female,18.0,0.0,0.0,3
8350,2007.9999999999998,Female,17.0,0.0,0.0,2
8352,2006.0,Male,19.0,0.0,0.0,4
8353,2006.0,Female,18.0,0.0,0.0,3
8355,2009.0,Female,16.0,0.0,0.0,5
8357,2007.9999999999998,Female,17.0,0.0,0.0,2
8358,2007.0,Female,17.0,3.0,1.0,2
8359,2007.0,Female,17.0,0.0,0.0,2
8360,2007.0,Female,17.0,2.0,0.0,2
8362,2007.0,Female,17.0,1.0,0.0,2
8364,2006.0,Female,18.0,0.0,0.0,3
8365,2007.0,Female,17.0,2.0,1.0,2
8366,2007.0,Female,18.0,0.0,2.0,3
8369,2009.0,Female,16.0,0.0,0.0,5
8370,2006.0,Female,18.0,0.0,0.0,3
8371,2007.0,Female,17.0,0.0,0.0,2
8372,2009.0,Female,16.0,0.0,0.0,5
8373,2006.0,Female,18.0,0.0,0.0,3
8374,2007.9999999999998,Female,17.0,0.0,1.0,2
8377,2006.0,Female,18.0,0.0,0.0,3
8378,2007.0,Female,17.0,1.0,1.0,2
8380,2006.0,Female,18.0,0.0,0.0,3
8382,2009.0,Female,16.0,0.0,0.0,5
8386,2007.0,Male,17.0,0.0,0.0,1
8387,2007.0,Male,17.0,0.0,0.0,1
8390,2006.0,Male,18.0,0.0,0.0,4
8395,2007.9999999999998,Female,16.0,0.0,1.0,5
8397,2007.0,Male,17.0,0.0,0.0,1
8400,2007.9999999999998,Male,17.0,0.0,0.0,1
8401,2006.0,Male,18.0,0.0,0.0,4
8404,2007.9999999999998,Female,16.0,0.0,0.0,5
8405,2007.9999999999998,Female,16.0,0.0,2.9999999999999996,5
8411,2006.0,Female,18.0,0.0,0.0,3
8412,2007.9999999999998,Female,16.0,0.0,0.0,5
8416,2007.0,Female,17.0,0.0,0.0,2
8419,2007.9999999999998,Female,16.0,1.0,1.0,5
8423,2007.9999999999998,Male,16.0,0.0,0.0,1
8424,2007.9999999999998,Male,16.0,0.0,0.0,1
8426,2007.9999999999998,Female,17.0,0.0,0.0,2
8429,2006.0,Female,18.0,0.0,0.0,3
8430,2007.0,Male,17.0,0.0,0.0,1
8432,2007.9999999999998,Female,16.0,1.0,1.0,5
8433,2006.0,Female,18.0,0.0,1.0,3
8435,2007.0,Female,17.0,0.0,0.0,2
8438,2009.0,Female,16.0,0.0,1.0,5
8440,2007.0,Female,18.0,0.0,1.0,3
8441,2006.0,Female,18.0,0.0,0.0,3
8442,2007.0,Female,17.0,0.0,0.0,2
8444,2006.0,Female,19.0,0.0,1.0,3
8445,2007.0,Female,17.0,0.0,0.0,2
8446,2006.0,Female,18.0,0.0,0.0,3
8448,2007.0,Female,18.0,0.0,0.0,3
8449,2007.9999999999998,Female,16.0,2.0,2.0,5
8451,2007.0,Male,17.0,0.0,0.0,1
8452,2009.0,Male,16.0,0.0,0.0,1
8458,2007.9999999999998,Female,16.0,0.0,0.0,5
8459,2009.0,Female,16.0,0.0,1.0,5
8460,2007.9999999999998,Female,16.0,0.0,0.0,5
8464,2006.0,Female,18.0,0.0,1.0,3
8466,2007.0,Female,17.0,0.0,1.0,2
8468,2007.9999999999998,Female,17.0,0.0,0.0,2
8469,2007.0,Female,17.0,0.0,1.0,2
8472,2006.0,Male,18.0,0.0,0.0,4
8474,2006.0,Female,18.0,0.0,0.0,3
8475,2006.0,Male,18.0,1.0,0.0,4
8476,2007.9999999999998,Female,17.0,1.0,0.0,2
8477,2007.9999999999998,Male,16.0,0.0,0.0,1
8478,2007.0,Female,17.0,0.0,0.0,2
8479,2007.9999999999998,Male,17.0,0.0,0.0,1
8481,2007.9999999999998,Male,16.0,0.0,0.0,1
8482,2007.9999999999998,Female,16.0,1.0,0.0,5
8484,2006.0,Female,18.0,0.0,0.0,3
8492,2007.9999999999998,Female,17.0,0.0,0.0,2
8494,2006.0,Female,18.0,0.0,0.0,3
8497,2009.0,Female,16.0,2.0,0.0,5
8498,2007.9999999999998,Female,17.0,0.0,0.0,2
8499,2007.9999999999998,Female,16.0,1.0,0.0,5
8500,2007.9999999999998,Female,17.0,1.0,1.0,2
8501,2007.9999999999998,Female,16.0,1.0,0.0,5
8502,2007.0,Female,18.0,0.0,0.0,3
8506,2007.0,Female,17.0,0.0,0.0,2
8507,2007.0,Female,17.0,0.0,0.0,2
8508,2007.0,Female,17.0,0.0,0.0,2
8509,2007.9999999999998,Female,17.0,0.0,0.0,2
8511,2009.0,Female,16.0,0.0,0.0,5
8512,2006.0,Male,18.0,0.0,1.0,4
8514,2007.0,Female,18.0,0.0,0.0,3
8517,2007.9999999999998,Female,16.0,0.0,0.0,5
8518,2007.0,Female,17.0,0.0,0.0,2
8519,2007.9999999999998,Female,16.0,0.0,0.0,5
8520,2006.0,Female,18.0,0.0,0.0,3
8521,2007.0,Male,18.0,0.0,0.0,4
8525,2006.0,Female,18.0,0.0,0.0,3
8527,2007.0,Female,18.0,0.0,1.0,3
8528,2006.0,Female,18.0,0.0,0.0,3
8530,2007.0,Female,17.0,0.0,0.0,2
8533,2007.0,Male,17.0,0.0,0.0,1
8534,2007.0,Female,18.0,1.0,0.0,3
8536,2006.0,Female,18.0,0.0,1.0,3
8537,2006.0,Female,18.0,1.0,0.0,3
8539,2007.0,Female,17.0,2.0,1.0,2
8541,2007.0,Female,18.0,0.0,0.0,3
8543,2009.0,Female,17.0,0.0,0.0,2
8545,2007.9999999999998,Female,16.0,0.0,0.0,5
8546,2006.0,Female,18.0,1.0,1.0,3
8548,2006.0,Male,18.0,0.0,0.0,4
8549,2006.0,Female,18.0,0.0,0.0,3
8551,2007.0,Female,18.0,0.0,1.0,3
8552,2009.0,Female,16.0,1.0,0.0,5
8553,2007.0,Female,17.0,0.0,1.0,2
8555,2007.9999999999998,Female,16.0,0.0,0.0,5
8556,2009.0,Female,16.0,0.0,1.0,5
8557,2007.0,Female,18.0,0.0,0.0,3
8558,2007.9999999999998,Female,16.0,0.0,1.0,5
8559,2006.0,Female,18.0,0.0,0.0,3
8560,2007.9999999999998,Female,16.0,0.0,0.0,5
8562,2007.9999999999998,Male,16.0,0.0,0.0,1
8563,2006.0,Female,18.0,2.0,0.0,3
8564,2007.9999999999998,Female,16.0,0.0,0.0,5
8566,2007.0,Female,17.0,0.0,0.0,2
8569,2006.0,Female,18.0,2.0,1.0,3
8570,2007.0,Female,17.0,0.0,1.0,2
8571,2007.0,Female,17.0,0.0,0.0,2
8572,2007.0,Female,17.0,1.0,0.0,2
8573,2007.0,Male,18.0,0.0,0.0,4
8577,2007.0,Female,17.0,0.0,0.0,2
8581,2007.0,Female,17.0,0.0,1.0,2
8583,2007.0,Female,17.0,0.0,0.0,2
8584,2007.0,Male,17.0,0.0,1.0,1
8587,2006.0,Female,18.0,2.0,0.0,3
8590,2007.0,Male,18.0,0.0,0.0,4
8591,2007.9999999999998,Female,16.0,2.0,0.0,5
8593,2006.0,Male,18.0,0.0,0.0,4
8594,2009.0,Female,16.0,1.0,0.0,5
8597,2007.9999999999998,Male,16.0,0.0,0.0,1
8598,2006.0,Female,18.0,0.0,0.0,3
8599,2007.9999999999998,Female,16.0,0.0,0.0,5
8600,2007.9999999999998,Female,16.0,1.0,0.0,5
8603,2007.0,Male,17.0,0.0,0.0,1
8605,2006.0,Female,18.0,0.0,1.0,3
8610,2007.9999999999998,Female,16.0,0.0,0.0,5
8611,2007.9999999999998,Female,17.0,0.0,1.0,2
8617,2007.9999999999998,Female,16.0,0.0,0.0,5
8618,2006.0,Female,18.0,0.0,0.0,3
8620,2007.0,Male,17.0,0.0,0.0,1
8621,2007.0,Male,17.0,0.0,0.0,1
8622,2006.0,Female,18.0,0.0,1.0,3
8623,2007.9999999999998,Female,16.0,0.0,0.0,5
8625,2006.0,Female,18.0,2.0,1.0,3
8626,2006.0,Male,18.0,0.0,0.0,4
8627,2006.0,Male,18.0,0.0,0.0,4
8629,2007.0,Male,17.0,0.0,0.0,1
8633,2009.0,Female,16.0,0.0,1.0,5
8634,2007.9999999999998,Female,16.0,0.0,0.0,5
8637,2009.0,Female,16.0,0.0,1.0,5
8638,2007.0,Male,18.0,0.0,0.0,4
8642,2007.0,Female,17.0,0.0,0.0,2
8643,2007.9999999999998,Female,16.0,0.0,2.0,5
8644,2006.0,Female,18.0,1.0,0.0,3
8645,2009.0,Female,16.0,1.0,0.0,5
8646,2007.9999999999998,Female,16.0,0.0,1.0,5
8648,2007.0,Female,17.0,0.0,0.0,2
8650,2009.0,Female,16.0,0.0,0.0,5
8651,2006.0,Female,18.0,0.0,0.0,3
8652,2007.0,Male,17.0,0.0,0.0,1
8654,2007.0,Female,17.0,2.0,1.0,2
8655,2006.0,Male,18.0,0.0,0.0,4
8657,2007.9999999999998,Female,16.0,0.0,2.0,5
8658,2007.0,Female,17.0,0.0,0.0,2
8659,2006.0,Female,19.0,0.0,0.0,3
8662,2007.0,Female,17.0,0.0,0.0,2
8664,2007.9999999999998,Female,17.0,0.0,0.0,2
8666,2006.0,Male,18.0,0.0,0.0,4
8667,2007.0,Female,17.0,1.0,0.0,2
8668,2007.0,Female,17.0,0.0,0.0,2
8671,2006.0,Female,18.0,0.0,0.0,3
8672,2007.0,Female,17.0,0.0,0.0,2
8673,2007.0,Female,18.0,1.0,0.0,3
8674,2007.9999999999998,Female,16.0,0.0,0.0,5
8675,2007.0,Male,18.0,0.0,0.0,4
8680,2006.0,Male,18.0,0.0,0.0,4
8685,2006.0,Male,18.0,0.0,0.0,4
8686,2009.0,Female,16.0,1.0,0.0,5
8690,2006.0,Female,19.0,0.0,0.0,3
8691,2006.0,Female,19.0,0.0,0.0,3
8692,2007.0,Female,17.0,1.0,1.0,2
8696,2007.0,Female,17.0,0.0,1.0,2
8697,2007.0,Female,17.0,1.0,0.0,2
8699,2007.9999999999998,Male,16.0,0.0,0.0,1
8700,2007.0,Male,17.0,0.0,0.0,1
8702,2007.9999999999998,Female,16.0,0.0,0.0,5
8703,2007.0,Female,17.0,0.0,0.0,2
8704,2007.9999999999998,Female,16.0,0.0,0.0,5
8705,2007.9999999999998,Female,16.0,0.0,0.0,5
8708,2007.0,Female,17.0,0.0,0.0,2
8712,2009.0,Female,16.0,0.0,0.0,5
8715,2007.9999999999998,Female,16.0,0.0,0.0,5
8716,2007.9999999999998,Female,16.0,0.0,0.0,5
8717,2007.0,Female,17.0,1.0,0.0,2
8720,2007.0,Female,18.0,0.0,0.0,3
8722,2007.9999999999998,Female,16.0,0.0,0.0,5
8723,2006.0,Male,18.0,0.0,0.0,4
8726,2006.0,Female,19.0,0.0,0.0,3
8727,2007.9999999999998,Female,16.0,0.0,1.0,5
8728,2006.0,Female,18.0,0.0,0.0,3
8729,2006.0,Male,18.0,0.0,1.0,4
8730,2007.0,Male,17.0,0.0,1.0,1
8733,2006.0,Female,18.0,0.0,0.0,3
8734,2006.0,Female,19.0,1.0,4.0,3
8735,2006.0,Female,18.0,0.0,1.0,3
8736,2007.0,Female,17.0,1.0,1.0,2
8738,2006.0,Female,18.0,0.0,0.0,3
8739,2007.9999999999998,Male,17.0,0.0,0.0,1
8740,2007.9999999999998,Female,16.0,0.0,1.0,5
8741,2006.0,Female,18.0,1.0,0.0,3
8745,2006.0,Male,18.0,0.0,0.0,4
8747,2007.9999999999998,Female,16.0,0.0,0.0,5
8748,2007.0,Male,17.0,0.0,0.0,1
8750,2007.0,Female,17.0,0.0,1.0,2
8751,2007.9999999999998,Male,17.0,0.0,0.0,1
8752,2007.0,Female,17.0,0.0,0.0,2
8753,2006.0,Female,18.0,0.0,1.0,3
8754,2006.0,Female,19.0,1.0,0.0,3
8755,2007.0,Female,17.0,0.0,0.0,2
8756,2006.0,Female,18.0,0.0,0.0,3
8757,2007.0,Female,17.0,1.0,1.0,2
8758,2006.0,Female,18.0,0.0,1.0,3
8759,2007.0,Female,17.0,0.0,0.0,2
8760,2006.0,Female,18.0,0.0,0.0,3
8762,2007.9999999999998,Female,17.0,0.0,0.0,2
8763,2007.0,Female,18.0,1.0,0.0,3
8764,2006.0,Female,18.0,0.0,1.0,3
8766,2007.9999999999998,Female,16.0,2.0,0.0,5
8767,2007.0,Female,17.0,1.0,0.0,2
8768,2009.0,Female,16.0,0.0,4.0,5
8769,2007.9999999999998,Female,16.0,1.0,0.0,5
8770,2007.0,Female,17.0,0.0,0.0,2
8771,2006.0,Male,18.0,0.0,0.0,4
8772,2007.0,Female,17.0,0.0,0.0,2
8773,2006.0,Female,19.0,0.0,2.0,3
8775,2006.0,Female,19.0,0.0,2.0,3
8777,2007.9999999999998,Female,16.0,0.0,0.0,5
8779,2006.0,Male,17.0,0.0,0.0,1
8780,2006.0,Male,18.0,0.0,0.0,4
8781,2006.0,Female,18.0,0.0,2.0,3
8782,2006.0,Female,19.0,0.0,0.0,3
8784,2007.0,Female,17.0,0.0,0.0,2
8786,2007.0,Female,17.0,0.0,0.0,2
8788,2007.0,Female,17.0,0.0,1.0,2
8790,2007.0,Female,17.0,0.0,0.0,2
8792,2007.9999999999998,Female,16.0,0.0,0.0,5
8793,2007.0,Female,17.0,0.0,2.0,2
8794,2006.0,Female,18.0,0.0,0.0,3
8795,2007.0,Female,17.0,0.0,0.0,2
8796,2007.0,Male,18.0,0.0,0.0,4
8798,2007.0,Female,17.0,0.0,1.0,2
8799,2007.0,Female,17.0,3.0,0.0,2
8801,2007.9999999999998,Female,16.0,0.0,0.0,5
8802,2007.0,Female,18.0,0.0,0.0,3
8805,2007.0,Female,17.0,0.0,0.0,2
8807,2006.0,Female,19.0,0.0,1.0,3
8808,2006.0,Female,19.0,0.0,0.0,3
8810,2006.0,Female,19.0,0.0,1.0,3
8812,2006.0,Male,18.0,0.0,0.0,4
8813,2007.0,Female,18.0,0.0,1.0,3
8815,2006.0,Female,18.0,0.0,1.0,3
8817,2006.0,Female,18.0,2.0,0.0,3
8818,2007.0,Male,18.0,0.0,0.0,4
8819,2006.0,Female,18.0,0.0,0.0,3
8821,2006.0,Male,18.0,0.0,0.0,4
8822,2007.0,Female,18.0,0.0,0.0,3
8824,2007.9999999999998,Female,16.0,0.0,0.0,5
8825,2007.9999999999998,Male,17.0,0.0,0.0,1
8827,2007.0,Female,17.0,0.0,0.0,2
8828,2006.0,Female,18.0,0.0,1.0,3
8829,2009.0,Male,16.0,0.0,0.0,1
8830,2007.9999999999998,Female,16.0,2.0,1.0,5
8832,2007.9999999999998,Female,16.0,1.0,1.0,5
8837,2007.9999999999998,Male,17.0,0.0,0.0,1
8841,2006.0,Male,18.0,1.0,0.0,4
8842,2007.9999999999998,Male,16.0,1.0,0.0,1
8843,2007.9999999999998,Female,16.0,1.0,1.0,5
8846,2007.0,Male,18.0,0.0,0.0,4
8848,2007.9999999999998,Female,16.0,0.0,0.0,5
8850,2007.0,Female,17.0,0.0,0.0,2
8851,2006.0,Male,18.0,0.0,0.0,4
8853,2007.9999999999998,Female,16.0,0.0,0.0,5
8854,2007.0,Female,17.0,0.0,0.0,2
8857,2006.0,Male,18.0,0.0,0.0,4
8858,2006.0,Female,18.0,0.0,0.0,3
8859,2007.0,Female,17.0,1.0,0.0,2
8861,2007.0,Female,18.0,0.0,0.0,3
8863,2007.0,Female,17.0,0.0,0.0,2
8864,2006.0,Male,19.0,0.0,0.0,4
8867,2007.0,Female,17.0,0.0,2.0,2
8868,2006.0,Female,18.0,0.0,0.0,3
8869,2007.9999999999998,Female,17.0,0.0,0.0,2
8870,2006.0,Male,17.0,0.0,0.0,1
8874,2007.9999999999998,Female,16.0,1.0,0.0,5
8876,2007.0,Male,17.0,1.0,0.0,1
8877,2007.9999999999998,Female,16.0,0.0,0.0,5
8879,2007.9999999999998,Male,16.0,0.0,0.0,1
8880,2007.9999999999998,Female,16.0,1.0,0.0,5
8881,2007.0,Female,18.0,0.0,0.0,3
8882,2007.0,Male,17.0,0.0,0.0,1
8885,2006.0,Female,18.0,1.0,0.0,3
8888,2007.9999999999998,Female,17.0,0.0,1.0,2
8890,2007.0,Female,17.0,1.0,0.0,2
8894,2007.9999999999998,Female,16.0,0.0,0.0,5
8896,2007.0,Male,18.0,0.0,0.0,4
8898,2007.0,Female,17.0,1.0,0.0,2
8900,2007.0,Female,17.0,0.0,4.0,2
8901,2007.0,Female,17.0,0.0,0.0,2
8902,2007.0,Female,17.0,1.0,0.0,2
8904,2006.0,Female,19.0,0.0,1.0,3
8905,2007.9999999999998,Female,16.0,0.0,2.0,5
8906,2006.0,Female,18.0,0.0,0.0,3
8907,2006.0,Female,18.0,2.0,0.0,3
8909,2007.0,Female,18.0,0.0,1.0,3
8910,2007.9999999999998,Female,16.0,0.0,0.0,5
8912,2007.0,Male,17.0,0.0,0.0,1
8913,2006.0,Female,18.0,0.0,0.0,3
8918,2009.0,Female,16.0,0.0,0.0,5
8919,2007.0,Male,17.0,2.0,0.0,1
8920,2009.0,Female,16.0,1.0,0.0,5
8922,2006.0,Female,18.0,0.0,0.0,3
8923,2009.0,Female,16.0,0.0,0.0,5
8925,2007.0,Female,17.0,0.0,0.0,2
8927,2006.0,Male,18.0,0.0,0.0,4
8929,2007.0,Female,17.0,0.0,1.0,2
8932,2007.0,Female,17.0,0.0,0.0,2
8937,2007.0,Female,18.0,2.0,0.0,3
8942,2007.9999999999998,Female,16.0,0.0,0.0,5
8944,2007.9999999999998,Female,16.0,0.0,1.0,5
8945,2007.0,Female,17.0,3.0,1.0,2
8946,2007.9999999999998,Female,16.0,0.0,0.0,5
8947,2006.0,Female,19.0,0.0,0.0,3
8949,2007.0,Female,17.0,0.0,1.0,2
8951,2007.0,Female,17.0,0.0,1.0,2
8953,2007.0,Male,17.0,0.0,0.0,1
8957,2006.0,Female,18.0,0.0,0.0,3
8958,2007.0,Female,17.0,0.0,1.0,2
8959,2009.0,Female,16.0,0.0,0.0,5
8962,2007.0,Female,17.0,0.0,0.0,2
8963,2006.0,Female,18.0,0.0,0.0,3
8967,2007.0,Female,18.0,0.0,1.0,3
8968,2006.0,Female,18.0,1.0,0.0,3
8969,2007.0,Female,17.0,0.0,0.0,2
8972,2007.0,Female,17.0,0.0,0.0,2
8975,2007.0,Female,17.0,1.0,0.0,2
8976,2007.9999999999998,Male,16.0,0.0,0.0,1
8977,2007.9999999999998,Female,16.0,0.0,0.0,5
8980,2006.0,Female,18.0,0.0,0.0,3
8981,2006.0,Male,17.0,0.0,0.0,1
8982,2007.9999999999998,Female,16.0,3.0,0.0,5
8983,2007.0,Female,17.0,2.0,0.0,2
8986,2006.0,Female,19.0,0.0,0.0,3
8991,2007.0,Female,17.0,0.0,0.0,2
8992,2007.9999999999998,Female,16.0,0.0,0.0,5
8995,2007.9999999999998,Female,16.0,0.0,0.0,5
8997,2006.0,Male,19.0,0.0,0.0,4
9003,2007.9999999999998,Female,16.0,0.0,1.0,5
9004,2007.9999999999998,Male,16.0,0.0,0.0,1
9005,2007.0,Female,18.0,2.0,0.0,3
9006,2006.0,Female,18.0,0.0,0.0,3
9007,2007.9999999999998,Female,17.0,0.0,2.0,2
9008,2007.0,Female,18.0,0.0,0.0,3
9009,2007.9999999999998,Female,16.0,0.0,0.0,5
9013,2006.0,Male,19.0,0.0,0.0,4
9014,2007.0,Female,17.0,1.0,0.0,2
9015,2006.0,Female,18.0,0.0,0.0,3
9016,2006.0,Female,19.0,0.0,0.0,3
9018,2007.9999999999998,Female,16.0,2.0,1.0,5
9023,2009.0,Female,19.0,1.0,1.0,2
9025,2007.0,Male,18.0,0.0,0.0,4
9028,2006.0,Female,18.0,1.0,0.0,3
9029,2007.9999999999998,Male,17.0,0.0,0.0,1
9032,2009.0,Female,16.0,0.0,0.0,5
9033,2007.9999999999998,Female,16.0,3.0,1.0,5
9034,2007.9999999999998,Female,16.0,0.0,1.0,5
9037,2007.0,Female,18.0,0.0,0.0,3
9038,2006.0,Female,18.0,0.0,0.0,3
9043,2007.0,Female,18.0,0.0,0.0,3
9044,2007.9999999999998,Female,16.0,0.0,0.0,5
9047,2009.0,Female,16.0,0.0,1.0,5
9049,2007.9999999999998,Male,16.0,0.0,0.0,1
9050,2009.0,Female,16.0,2.0,0.0,5
9052,2007.0,Female,17.0,0.0,1.0,2
9053,2007.0,Female,17.0,0.0,0.0,2
9055,2006.0,Female,19.0,0.0,1.0,3
9057,2007.0,Female,18.0,0.0,2.0,3
9058,2007.9999999999998,Female,16.0,0.0,0.0,5
9059,2007.9999999999998,Female,16.0,1.0,2.0,5
9061,2009.0,Female,16.0,1.0,0.0,5
9062,2006.0,Female,18.0,1.0,0.0,3
9063,2006.0,Female,18.0,0.0,0.0,3
9064,2007.0,Male,18.0,0.0,0.0,4
9066,2007.9999999999998,Female,16.0,0.0,0.0,5
9069,2009.0,Female,16.0,0.0,0.0,5
9070,2007.0,Female,17.0,0.0,1.0,2
9071,2006.0,Female,17.0,0.0,0.0,2
9072,2007.9999999999998,Female,17.0,0.0,0.0,2
9073,2007.9999999999998,Female,16.0,0.0,1.0,5
9077,2006.0,Female,18.0,0.0,0.0,3
9080,2007.0,Female,18.0,0.0,0.0,3
9082,2006.0,Female,18.0,0.0,0.0,3
9084,2006.0,Female,18.0,0.0,0.0,3
9085,2007.0,Female,17.0,0.0,0.0,2
9087,2006.0,Female,18.0,1.0,0.0,3
9089,2007.0,Female,17.0,0.0,1.0,2
9090,2006.0,Female,18.0,1.0,1.0,3
9091,2006.0,Male,18.0,0.0,0.0,4
9093,2007.0,Male,17.0,0.0,0.0,1
9094,2006.0,Female,18.0,0.0,0.0,3
9095,2007.0,Female,18.0,0.0,2.0,3
9096,2006.0,Female,18.0,1.0,0.0,3
9099,2006.0,Female,19.0,0.0,0.0,3
9100,2006.0,Female,18.0,0.0,0.0,3
9101,2007.0,Male,17.0,0.0,0.0,1
9102,2007.0,Female,17.0,4.0,0.0,2
9103,2007.0,Female,17.0,0.0,0.0,2
9104,2007.9999999999998,Female,16.0,0.0,0.0,5
9105,2007.9999999999998,Female,16.0,0.0,1.0,5
9106,2007.0,Male,18.0,0.0,0.0,4
9107,2007.9999999999998,Female,16.0,0.0,0.0,5
9108,2006.0,Male,18.0,0.0,0.0,4
9110,2007.0,Female,18.0,0.0,1.0,3
9111,2006.0,Female,18.0,1.0,0.0,3
9112,2007.0,Female,17.0,0.0,0.0,2
9113,2007.0,Female,17.0,0.0,0.0,2
9114,2006.0,Female,19.0,0.0,0.0,3
9116,2007.9999999999998,Female,17.0,0.0,0.0,2
9121,2007.9999999999998,Female,16.0,0.0,1.0,5
9122,2007.0,Female,17.0,0.0,1.0,2
9123,2007.0,Male,17.0,0.0,0.0,1
9127,2007.9999999999998,Male,16.0,1.0,0.0,1
9129,2007.0,Female,18.0,0.0,0.0,3
9132,2007.0,Female,18.0,0.0,1.0,3
9134,2006.0,Female,18.0,1.0,0.0,3
9137,2007.9999999999998,Female,16.0,0.0,0.0,5
9139,2007.0,Female,17.0,0.0,0.0,2
9141,2006.0,Male,18.0,0.0,0.0,4
9142,2007.9999999999998,Female,16.0,2.0,1.0,5
